Complaint_ID,Category,Area,Priority,Status,Filing_Date,Resolution_Date,Delay_Days
CMPL-10337,Road Construction,Mohaddipur,Low,In-Progress,2024-07-14,,
CMPL-10338,Water Supply,Golghar,Low,In-Progress,2026-03-29,,
CMPL-10339,Garbage Collection,Mohaddipur,Medium,Pending,2024-12-04,,
CMPL-10340,Road Construction,Basharatpur,High,Pending,2025-07-14,,
CMPL-10341,Street Light,Golghar,High,Pending,2025-08-08,,
CMPL-10342,Garbage Collection,Mohaddipur,High,In-Progress,2024-10-19,,
CMPL-10343,Water Supply,Basharatpur,High,In-Progress,2024-08-18,,
CMPL-10344,Water Supply,Civil Lines,Medium,Resolved,2025-02-20,2025-03-17,25.0
CMPL-10345,Garbage Collection,Civil Lines,Low,In-Progress,2024-09-09,,
CMPL-10346,Sewerage,Civil Lines,Low,Pending,2024-06-02,,
CMPL-10347,Street Light,Basharatpur,High,In-Progress,2024-11-19,,
CMPL-10348,Street Light,Mohaddipur,High,Resolved,2025-07-27,2025-08-02,6.0
CMPL-10349,Sewerage,Mohaddipur,High,In-Progress,2025-11-17,,
CMPL-10350,Water Supply,Basharatpur,Medium,In-Progress,2024-06-12,,
CMPL-10351,Water Supply,Golghar,Medium,Resolved,2024-09-25,2024-11-01,37.0
CMPL-10352,Street Light,Indra Nagar,High,In-Progress,2024-09-28,,
CMPL-10353,Street Light,Basharatpur,High,Pending,2024-08-29,,
CMPL-10354,Sewerage,Civil Lines,Medium,Resolved,2026-03-31,2026-05-09,39.0
CMPL-10355,Street Light,Indra Nagar,Low,In-Progress,2025-04-13,,
CMPL-10356,Sewerage,Civil Lines,Low,Resolved,2025-05-14,2025-05-23,9.0
CMPL-10357,Street Light,Golghar,High,Pending,2025-10-14,,
CMPL-10358,Water Supply,Mohaddipur,Medium,Pending,2025-09-05,,
CMPL-10359,Sewerage,Indra Nagar,Medium,In-Progress,2024-11-30,,
CMPL-10360,Street Light,Golghar,Medium,Pending,2024-09-14,,
CMPL-10361,Street Light,Basharatpur,High,Resolved,2026-04-07,2026-04-13,6.0
CMPL-10362,Sewerage,Golghar,Medium,Resolved,2024-08-29,2024-10-25,57.0
CMPL-10363,Water Supply,Basharatpur,Low,Pending,2025-04-14,,
CMPL-10364,Garbage Collection,Basharatpur,Low,In-Progress,2026-03-30,,
CMPL-10365,Road Construction,Civil Lines,Low,Resolved,2025-12-19,2026-05-15,147.0
CMPL-10366,Garbage Collection,Indra Nagar,High,Pending,2025-02-10,,
CMPL-10367,Water Supply,Golghar,High,Pending,2025-10-18,,
CMPL-10368,Street Light,Civil Lines,Low,Pending,2025-04-20,,
CMPL-10369,Road Construction,Mohaddipur,Medium,Pending,2024-07-05,,
CMPL-10370,Street Light,Basharatpur,Medium,Resolved,2026-03-12,2026-03-16,4.0
CMPL-10371,Street Light,Civil Lines,High,Pending,2026-01-25,,
CMPL-10372,Water Supply,Civil Lines,High,In-Progress,2025-08-01,,
CMPL-10373,Water Supply,Civil Lines,Low,In-Progress,2026-01-19,,
CMPL-10374,Water Supply,Basharatpur,High,Pending,2026-02-03,,
CMPL-10375,Water Supply,Civil Lines,Medium,In-Progress,2024-05-02,,
CMPL-10376,Street Light,Indra Nagar,Medium,In-Progress,2025-08-24,,
CMPL-10377,Garbage Collection,Golghar,Low,Pending,2024-05-05,,
CMPL-10378,Road Construction,Mohaddipur,High,In-Progress,2024-11-19,,
CMPL-10379,Garbage Collection,Mohaddipur,High,Pending,2024-06-30,,
CMPL-10380,Sewerage,Indra Nagar,Medium,Resolved,2024-08-01,2024-09-21,51.0
CMPL-10381,Road Construction,Civil Lines,High,In-Progress,2024-08-23,,
CMPL-10382,Street Light,Basharatpur,High,In-Progress,2024-07-04,,
CMPL-10383,Garbage Collection,Golghar,Medium,Resolved,2025-05-11,2025-05-22,11.0
CMPL-10384,Street Light,Basharatpur,High,Resolved,2025-09-28,2025-10-01,3.0
CMPL-10385,Water Supply,Mohaddipur,High,Pending,2024-11-17,,
CMPL-10386,Water Supply,Mohaddipur,High,In-Progress,2025-11-07,,
CMPL-10387,Water Supply,Golghar,High,Pending,2024-07-03,,
CMPL-10388,Street Light,Mohaddipur,Medium,In-Progress,2025-05-19,,
CMPL-10389,Garbage Collection,Indra Nagar,Low,Pending,2024-12-22,,
CMPL-10390,Garbage Collection,Golghar,High,Resolved,2024-05-08,2024-06-16,39.0
CMPL-10391,Street Light,Basharatpur,Low,Pending,2024-11-23,,
CMPL-10392,Road Construction,Indra Nagar,Medium,Pending,2026-01-14,,
CMPL-10393,Garbage Collection,Basharatpur,Low,In-Progress,2025-09-04,,
CMPL-10394,Road Construction,Basharatpur,Medium,Resolved,2024-09-21,2025-02-28,160.0
CMPL-10395,Sewerage,Indra Nagar,Low,Pending,2024-07-17,,
CMPL-10396,Street Light,Basharatpur,Low,Pending,2025-10-15,,
CMPL-10397,Road Construction,Indra Nagar,High,Pending,2025-01-11,,
CMPL-10398,Garbage Collection,Mohaddipur,High,Resolved,2025-08-10,2025-10-08,59.0
CMPL-10399,Water Supply,Civil Lines,Low,In-Progress,2026-02-27,,
CMPL-10400,Street Light,Basharatpur,Medium,Pending,2025-07-11,,
CMPL-10401,Road Construction,Indra Nagar,High,Pending,2024-10-08,,
CMPL-10402,Road Construction,Mohaddipur,High,Resolved,2025-05-03,2025-07-31,89.0
CMPL-10403,Garbage Collection,Basharatpur,High,Pending,2025-06-13,,
CMPL-10404,Sewerage,Basharatpur,High,In-Progress,2025-08-30,,
CMPL-10405,Water Supply,Indra Nagar,Medium,Resolved,2026-03-24,2026-05-12,49.0
CMPL-10406,Sewerage,Civil Lines,Low,In-Progress,2025-05-07,,
CMPL-10407,Water Supply,Civil Lines,Low,Pending,2024-05-26,,
CMPL-10408,Water Supply,Civil Lines,Low,Resolved,2025-10-08,2025-10-14,6.0
CMPL-10409,Water Supply,Civil Lines,Medium,In-Progress,2025-01-23,,
CMPL-10410,Road Construction,Golghar,Medium,In-Progress,2026-02-15,,
CMPL-10411,Water Supply,Mohaddipur,Low,Resolved,2025-08-16,2025-08-30,14.0
CMPL-10412,Street Light,Basharatpur,High,Pending,2025-01-27,,
CMPL-10413,Road Construction,Basharatpur,High,Pending,2025-04-20,,
CMPL-10414,Garbage Collection,Golghar,Medium,In-Progress,2025-11-15,,
CMPL-10415,Garbage Collection,Civil Lines,Medium,Pending,2026-03-29,,
CMPL-10416,Road Construction,Civil Lines,High,Pending,2026-03-04,,
CMPL-10417,Sewerage,Basharatpur,Low,In-Progress,2024-05-23,,
CMPL-10418,Road Construction,Mohaddipur,Medium,In-Progress,2024-11-24,,
CMPL-10419,Street Light,Civil Lines,Low,Pending,2024-07-17,,
CMPL-10420,Road Construction,Mohaddipur,Low,Resolved,2025-12-06,2026-01-18,43.0
CMPL-10421,Garbage Collection,Golghar,High,Pending,2025-11-09,,
CMPL-10422,Garbage Collection,Golghar,Low,Pending,2024-08-26,,
CMPL-10423,Sewerage,Basharatpur,High,Resolved,2024-09-30,2024-11-01,32.0
CMPL-10424,Sewerage,Civil Lines,Low,In-Progress,2024-05-06,,
CMPL-10425,Sewerage,Basharatpur,Medium,In-Progress,2024-07-19,,
CMPL-10426,Water Supply,Golghar,Medium,Resolved,2024-06-26,2024-08-16,51.0
CMPL-10427,Street Light,Civil Lines,Low,Pending,2024-06-04,,
CMPL-10428,Garbage Collection,Basharatpur,Low,In-Progress,2025-01-05,,
CMPL-10429,Garbage Collection,Mohaddipur,Low,Pending,2024-08-01,,
CMPL-10430,Sewerage,Golghar,Low,Resolved,2025-07-13,2025-09-02,51.0
CMPL-10431,Garbage Collection,Civil Lines,Low,Pending,2024-12-02,,
CMPL-10432,Road Construction,Basharatpur,Medium,Resolved,2025-09-12,2025-11-01,50.0
CMPL-10433,Road Construction,Golghar,High,Resolved,2025-10-26,2026-04-09,165.0
CMPL-10434,Water Supply,Mohaddipur,High,Pending,2025-04-01,,
CMPL-10435,Road Construction,Golghar,High,In-Progress,2026-03-22,,
CMPL-10436,Sewerage,Mohaddipur,Medium,Pending,2024-09-03,,
CMPL-10437,Water Supply,Indra Nagar,Medium,Resolved,2025-10-11,2025-12-07,57.0
CMPL-10438,Road Construction,Indra Nagar,Low,Pending,2024-11-29,,
CMPL-10439,Sewerage,Civil Lines,High,Pending,2026-01-06,,
CMPL-10440,Water Supply,Indra Nagar,High,Pending,2026-03-07,,
CMPL-10441,Water Supply,Basharatpur,Medium,Resolved,2024-08-25,2024-09-24,30.0
CMPL-10442,Sewerage,Indra Nagar,Low,Pending,2025-10-13,,
CMPL-10443,Sewerage,Mohaddipur,Medium,Resolved,2025-04-13,2025-05-26,43.0
CMPL-10444,Sewerage,Golghar,Low,Pending,2024-10-21,,
CMPL-10445,Road Construction,Basharatpur,Low,In-Progress,2024-10-07,,
CMPL-10446,Street Light,Golghar,Low,Pending,2024-06-16,,
CMPL-10447,Street Light,Mohaddipur,Medium,Resolved,2025-04-25,2025-04-28,3.0
CMPL-10448,Street Light,Civil Lines,Low,Pending,2026-02-05,,
CMPL-10449,Garbage Collection,Mohaddipur,High,In-Progress,2025-12-12,,
CMPL-10450,Sewerage,Mohaddipur,Medium,Pending,2025-11-09,,
CMPL-10451,Water Supply,Basharatpur,Medium,Pending,2025-01-31,,
CMPL-10452,Sewerage,Indra Nagar,Low,Resolved,2024-07-07,2024-08-17,41.0
CMPL-10453,Sewerage,Civil Lines,High,Resolved,2025-12-26,2026-01-20,25.0
CMPL-10454,Road Construction,Civil Lines,Low,Pending,2024-05-13,,
CMPL-10455,Street Light,Basharatpur,High,In-Progress,2025-02-14,,
CMPL-10456,Water Supply,Civil Lines,Low,In-Progress,2024-12-27,,
CMPL-10457,Garbage Collection,Golghar,Medium,Resolved,2024-07-14,2024-07-28,14.0
CMPL-10458,Sewerage,Basharatpur,Low,Resolved,2024-09-13,2024-10-31,48.0
CMPL-10459,Street Light,Civil Lines,Medium,In-Progress,2025-10-13,,
CMPL-10460,Street Light,Basharatpur,Low,In-Progress,2024-11-05,,
CMPL-10461,Street Light,Basharatpur,High,In-Progress,2025-04-29,,
CMPL-10462,Water Supply,Indra Nagar,Low,Pending,2025-01-18,,
CMPL-10463,Garbage Collection,Basharatpur,High,In-Progress,2025-06-14,,
CMPL-10464,Water Supply,Civil Lines,Medium,In-Progress,2024-11-01,,
CMPL-10465,Street Light,Golghar,Low,In-Progress,2025-04-08,,
CMPL-10466,Sewerage,Civil Lines,High,Resolved,2025-04-15,2025-05-20,35.0
CMPL-10467,Water Supply,Indra Nagar,High,Resolved,2025-12-19,2026-02-08,51.0
CMPL-10468,Road Construction,Indra Nagar,High,Resolved,2025-12-17,2026-01-31,45.0
CMPL-10469,Water Supply,Mohaddipur,High,Resolved,2025-08-31,2025-10-26,56.0
CMPL-10470,Water Supply,Basharatpur,Low,In-Progress,2025-10-28,,
CMPL-10471,Street Light,Civil Lines,Medium,Pending,2025-02-18,,
CMPL-10472,Street Light,Golghar,High,Pending,2026-03-09,,
CMPL-10473,Garbage Collection,Mohaddipur,Low,Pending,2025-06-23,,
CMPL-10474,Garbage Collection,Golghar,High,Pending,2026-03-01,,
CMPL-10475,Road Construction,Mohaddipur,High,Pending,2025-04-02,,
CMPL-10476,Sewerage,Mohaddipur,Medium,Resolved,2025-12-11,2026-01-20,40.0
CMPL-10477,Sewerage,Golghar,Medium,Pending,2026-02-19,,
CMPL-10478,Street Light,Indra Nagar,Low,In-Progress,2025-01-28,,
CMPL-10479,Street Light,Civil Lines,Medium,Resolved,2025-07-14,2025-07-19,5.0
CMPL-10480,Garbage Collection,Mohaddipur,High,Resolved,2025-06-29,2025-08-09,41.0
CMPL-10481,Street Light,Golghar,Medium,Resolved,2025-09-14,2025-09-27,13.0
CMPL-10482,Water Supply,Basharatpur,High,In-Progress,2024-06-09,,
CMPL-10483,Sewerage,Civil Lines,High,Resolved,2024-12-29,2025-02-13,46.0
CMPL-10484,Water Supply,Civil Lines,Medium,Pending,2025-03-02,,
CMPL-10485,Sewerage,Indra Nagar,Low,In-Progress,2025-04-07,,
CMPL-10486,Road Construction,Mohaddipur,Medium,Pending,2025-09-22,,
CMPL-10487,Sewerage,Indra Nagar,Low,Pending,2025-08-29,,
CMPL-10488,Garbage Collection,Mohaddipur,Low,Resolved,2025-11-24,2025-12-30,36.0
CMPL-10489,Road Construction,Basharatpur,Low,Resolved,2024-09-12,2025-03-07,176.0
CMPL-10490,Sewerage,Golghar,Medium,Resolved,2025-05-29,2025-06-10,12.0
CMPL-10491,Road Construction,Mohaddipur,High,Pending,2025-04-17,,
CMPL-10492,Garbage Collection,Mohaddipur,Medium,Pending,2024-05-05,,
CMPL-10493,Road Construction,Indra Nagar,Medium,Pending,2024-12-16,,
CMPL-10494,Sewerage,Civil Lines,Medium,Resolved,2025-11-11,2026-01-05,55.0
CMPL-10495,Garbage Collection,Civil Lines,Low,Pending,2024-10-29,,
CMPL-10496,Garbage Collection,Civil Lines,Low,Pending,2024-07-20,,
CMPL-10497,Street Light,Golghar,Medium,In-Progress,2025-08-15,,
CMPL-10498,Road Construction,Basharatpur,Low,Resolved,2025-12-16,2026-04-29,134.0
CMPL-10499,Garbage Collection,Mohaddipur,Low,Resolved,2024-07-28,2024-09-05,39.0
CMPL-10500,Street Light,Golghar,Medium,In-Progress,2024-05-30,,
CMPL-10501,Water Supply,Mohaddipur,Medium,Pending,2026-04-20,,
CMPL-10502,Street Light,Basharatpur,Medium,In-Progress,2026-01-18,,
CMPL-10503,Road Construction,Basharatpur,Low,Pending,2025-09-06,,
CMPL-10504,Sewerage,Basharatpur,Medium,Pending,2025-08-20,,
CMPL-10505,Sewerage,Golghar,High,Pending,2024-10-06,,
CMPL-10506,Water Supply,Civil Lines,Medium,In-Progress,2024-08-24,,
CMPL-10507,Road Construction,Civil Lines,Medium,Resolved,2025-07-28,2025-09-04,38.0
CMPL-10508,Street Light,Civil Lines,Low,In-Progress,2026-02-14,,
CMPL-10509,Sewerage,Mohaddipur,High,Resolved,2025-01-29,2025-03-16,46.0
CMPL-10510,Water Supply,Basharatpur,Medium,Pending,2025-05-21,,
CMPL-10511,Street Light,Golghar,Low,Resolved,2024-10-30,2024-10-31,1.0
CMPL-10512,Road Construction,Mohaddipur,Low,In-Progress,2024-11-08,,
CMPL-10513,Sewerage,Basharatpur,Medium,In-Progress,2024-11-26,,
CMPL-10514,Water Supply,Indra Nagar,Medium,Pending,2024-07-11,,
CMPL-10515,Water Supply,Indra Nagar,Medium,In-Progress,2025-10-30,,
CMPL-10516,Road Construction,Golghar,Medium,In-Progress,2024-10-11,,
CMPL-10517,Sewerage,Basharatpur,Medium,Pending,2024-10-25,,
CMPL-10518,Garbage Collection,Mohaddipur,Medium,Resolved,2024-09-06,2024-11-04,59.0
CMPL-10519,Garbage Collection,Mohaddipur,Medium,In-Progress,2025-06-01,,
CMPL-10520,Sewerage,Mohaddipur,Low,In-Progress,2025-03-28,,
CMPL-10521,Sewerage,Basharatpur,Medium,Resolved,2024-10-08,2024-10-22,14.0
CMPL-10522,Street Light,Basharatpur,High,Resolved,2025-09-07,2025-09-20,13.0
CMPL-10523,Street Light,Basharatpur,Medium,Resolved,2025-02-02,2025-02-11,9.0
CMPL-10524,Street Light,Basharatpur,High,Resolved,2025-05-09,2025-05-18,9.0
CMPL-10525,Water Supply,Mohaddipur,Low,Pending,2024-07-28,,
CMPL-10526,Water Supply,Indra Nagar,High,Resolved,2024-06-13,2024-07-08,25.0
CMPL-10527,Sewerage,Indra Nagar,High,Resolved,2025-09-18,2025-09-28,10.0
CMPL-10528,Sewerage,Basharatpur,High,Pending,2024-11-18,,
CMPL-10529,Road Construction,Golghar,High,In-Progress,2024-08-23,,
CMPL-10530,Sewerage,Mohaddipur,Medium,Pending,2024-05-11,,
CMPL-10531,Street Light,Civil Lines,Medium,Pending,2024-08-09,,
CMPL-10532,Sewerage,Golghar,Medium,Resolved,2026-01-14,2026-03-15,60.0
CMPL-10533,Garbage Collection,Mohaddipur,Medium,Pending,2026-03-31,,
CMPL-10534,Sewerage,Indra Nagar,Medium,Resolved,2024-10-16,2024-10-21,5.0
CMPL-10535,Garbage Collection,Golghar,Low,Resolved,2025-05-20,2025-07-14,55.0
CMPL-10536,Street Light,Indra Nagar,Low,Resolved,2024-06-02,2024-06-09,7.0
CMPL-10537,Water Supply,Basharatpur,Medium,Resolved,2025-11-16,2025-12-09,23.0
CMPL-10538,Street Light,Mohaddipur,Medium,Resolved,2026-03-06,2026-03-11,5.0
CMPL-10539,Sewerage,Golghar,Medium,In-Progress,2025-04-08,,
CMPL-10540,Street Light,Mohaddipur,Medium,Pending,2025-01-21,,
CMPL-10541,Sewerage,Mohaddipur,Medium,In-Progress,2025-10-22,,
CMPL-10542,Road Construction,Basharatpur,Medium,In-Progress,2025-11-01,,
CMPL-10543,Water Supply,Indra Nagar,High,In-Progress,2025-05-27,,
CMPL-10544,Street Light,Civil Lines,Low,In-Progress,2025-06-03,,
CMPL-10545,Street Light,Basharatpur,Low,In-Progress,2025-07-17,,
CMPL-10546,Water Supply,Civil Lines,Low,Resolved,2024-06-16,2024-07-08,22.0
CMPL-10547,Street Light,Golghar,Medium,Pending,2025-06-09,,
CMPL-10548,Street Light,Civil Lines,Low,Pending,2024-11-23,,
CMPL-10549,Water Supply,Civil Lines,Low,In-Progress,2025-06-06,,
CMPL-10550,Garbage Collection,Basharatpur,High,Resolved,2025-06-12,2025-08-05,54.0
CMPL-10551,Street Light,Basharatpur,High,In-Progress,2026-02-24,,
CMPL-10552,Road Construction,Civil Lines,High,In-Progress,2025-09-24,,
CMPL-10553,Street Light,Basharatpur,Medium,Resolved,2026-03-03,2026-03-13,10.0
CMPL-10554,Road Construction,Civil Lines,Low,In-Progress,2025-11-19,,
CMPL-10555,Road Construction,Mohaddipur,Low,In-Progress,2024-09-04,,
CMPL-10556,Water Supply,Civil Lines,High,Resolved,2026-02-06,2026-03-24,46.0
CMPL-10557,Sewerage,Basharatpur,High,Resolved,2025-11-07,2025-12-17,40.0
CMPL-10558,Garbage Collection,Mohaddipur,Low,Resolved,2025-08-07,2025-09-25,49.0
CMPL-10559,Street Light,Golghar,Low,Resolved,2025-04-04,2025-04-12,8.0
CMPL-10560,Sewerage,Golghar,Medium,In-Progress,2025-11-23,,
CMPL-10561,Sewerage,Basharatpur,Low,In-Progress,2026-03-09,,
CMPL-10562,Garbage Collection,Indra Nagar,Low,Resolved,2025-07-20,2025-09-08,50.0
CMPL-10563,Water Supply,Indra Nagar,Medium,Pending,2026-04-05,,
CMPL-10564,Road Construction,Indra Nagar,High,In-Progress,2025-07-02,,
CMPL-10565,Garbage Collection,Civil Lines,High,Pending,2025-02-06,,
CMPL-10566,Garbage Collection,Basharatpur,Medium,In-Progress,2025-10-20,,
CMPL-10567,Sewerage,Golghar,Low,In-Progress,2025-05-07,,
CMPL-10568,Water Supply,Golghar,High,In-Progress,2024-10-02,,
CMPL-10569,Street Light,Civil Lines,Medium,Pending,2024-12-06,,
CMPL-10570,Water Supply,Civil Lines,High,In-Progress,2024-07-13,,
CMPL-10571,Garbage Collection,Golghar,Medium,Resolved,2024-11-07,2024-11-20,13.0
CMPL-10572,Sewerage,Basharatpur,Medium,In-Progress,2024-07-16,,
CMPL-10573,Sewerage,Mohaddipur,Low,Pending,2024-07-26,,
CMPL-10574,Garbage Collection,Mohaddipur,High,Pending,2024-07-25,,
CMPL-10575,Garbage Collection,Golghar,Low,Resolved,2025-09-29,2025-10-15,16.0
CMPL-10576,Water Supply,Civil Lines,Medium,In-Progress,2025-10-13,,
CMPL-10577,Garbage Collection,Civil Lines,High,Pending,2025-12-09,,
CMPL-10578,Garbage Collection,Civil Lines,High,In-Progress,2024-10-24,,
CMPL-10579,Garbage Collection,Basharatpur,Medium,Resolved,2026-03-07,2026-04-16,40.0
CMPL-10580,Sewerage,Indra Nagar,Low,In-Progress,2024-08-27,,
CMPL-10581,Road Construction,Indra Nagar,Low,Pending,2025-11-19,,
CMPL-10582,Road Construction,Mohaddipur,High,Pending,2025-02-13,,
CMPL-10583,Water Supply,Mohaddipur,Medium,In-Progress,2025-05-05,,
CMPL-10584,Street Light,Basharatpur,Medium,In-Progress,2026-02-23,,
CMPL-10585,Road Construction,Civil Lines,High,Resolved,2025-05-21,2025-10-03,135.0
CMPL-10586,Garbage Collection,Golghar,Low,Pending,2025-02-26,,
CMPL-10587,Water Supply,Civil Lines,High,Pending,2025-11-09,,
CMPL-10588,Street Light,Basharatpur,Medium,Resolved,2025-07-23,2025-07-26,3.0
CMPL-10589,Road Construction,Indra Nagar,Low,Resolved,2025-10-26,2026-01-25,91.0
CMPL-10590,Road Construction,Mohaddipur,Medium,Resolved,2025-01-06,2025-04-25,109.0
CMPL-10591,Sewerage,Indra Nagar,High,Resolved,2024-12-08,2024-12-15,7.0
CMPL-10592,Water Supply,Civil Lines,Low,Resolved,2025-07-16,2025-08-17,32.0
CMPL-10593,Garbage Collection,Golghar,High,In-Progress,2026-03-22,,
CMPL-10594,Street Light,Civil Lines,Low,Pending,2026-02-24,,
CMPL-10595,Garbage Collection,Civil Lines,Low,Resolved,2025-03-31,2025-05-30,60.0
CMPL-10596,Water Supply,Mohaddipur,High,In-Progress,2025-06-19,,
CMPL-10597,Street Light,Mohaddipur,Low,Pending,2026-03-19,,
CMPL-10598,Garbage Collection,Civil Lines,Low,Pending,2024-09-13,,
CMPL-10599,Garbage Collection,Mohaddipur,High,In-Progress,2024-12-01,,
CMPL-10600,Sewerage,Golghar,High,In-Progress,2025-05-28,,
CMPL-10601,Garbage Collection,Civil Lines,Low,Pending,2024-11-05,,
CMPL-10602,Street Light,Civil Lines,High,In-Progress,2024-08-28,,
CMPL-10603,Water Supply,Civil Lines,High,Resolved,2025-07-10,2025-08-16,37.0
CMPL-10604,Water Supply,Mohaddipur,Medium,In-Progress,2025-11-15,,
CMPL-10605,Road Construction,Civil Lines,Low,Pending,2025-02-28,,
CMPL-10606,Water Supply,Indra Nagar,Medium,Resolved,2024-07-04,2024-07-26,22.0
CMPL-10607,Street Light,Mohaddipur,Low,In-Progress,2024-06-08,,
CMPL-10608,Street Light,Civil Lines,Low,In-Progress,2025-06-19,,
CMPL-10609,Road Construction,Golghar,Medium,Resolved,2025-08-27,2025-10-14,48.0
CMPL-10610,Garbage Collection,Basharatpur,Medium,In-Progress,2025-10-03,,
CMPL-10611,Sewerage,Golghar,Medium,Pending,2025-07-31,,
CMPL-10612,Sewerage,Civil Lines,High,Pending,2026-03-12,,
CMPL-10613,Sewerage,Basharatpur,Medium,Pending,2024-07-09,,
CMPL-10614,Water Supply,Mohaddipur,Medium,In-Progress,2026-02-26,,
CMPL-10615,Water Supply,Civil Lines,Low,Resolved,2025-01-06,2025-02-04,29.0
CMPL-10616,Road Construction,Civil Lines,Medium,In-Progress,2025-03-23,,
CMPL-10617,Road Construction,Golghar,High,In-Progress,2024-10-06,,
CMPL-10618,Street Light,Indra Nagar,Low,Pending,2025-10-21,,
CMPL-10619,Road Construction,Basharatpur,High,In-Progress,2024-09-19,,
CMPL-10620,Street Light,Basharatpur,Low,Resolved,2026-02-13,2026-02-20,7.0
CMPL-10621,Garbage Collection,Indra Nagar,Medium,Resolved,2025-01-14,2025-03-04,49.0
CMPL-10622,Road Construction,Civil Lines,Low,Resolved,2026-03-18,2026-08-24,159.0
CMPL-10623,Garbage Collection,Mohaddipur,Medium,Pending,2025-05-13,,
CMPL-10624,Road Construction,Golghar,Medium,In-Progress,2025-10-17,,
CMPL-10625,Street Light,Basharatpur,High,Pending,2024-12-15,,
CMPL-10626,Road Construction,Indra Nagar,Medium,In-Progress,2024-05-29,,
CMPL-10627,Water Supply,Basharatpur,High,Resolved,2025-02-17,2025-03-10,21.0
CMPL-10628,Street Light,Civil Lines,High,In-Progress,2024-12-02,,
CMPL-10629,Garbage Collection,Mohaddipur,Low,Pending,2025-05-15,,
CMPL-10630,Water Supply,Basharatpur,High,Resolved,2025-08-21,2025-09-23,33.0
CMPL-10631,Sewerage,Golghar,High,Resolved,2024-07-15,2024-07-25,10.0
CMPL-10632,Street Light,Indra Nagar,High,Pending,2024-06-29,,
CMPL-10633,Sewerage,Golghar,Low,Pending,2025-01-27,,
CMPL-10634,Road Construction,Civil Lines,Medium,Pending,2025-10-26,,
CMPL-10635,Sewerage,Civil Lines,High,Resolved,2024-07-15,2024-09-12,59.0
CMPL-10636,Street Light,Indra Nagar,High,Pending,2025-08-06,,
CMPL-10637,Road Construction,Basharatpur,Low,Pending,2024-06-07,,
CMPL-10638,Road Construction,Indra Nagar,High,Pending,2024-07-22,,
CMPL-10639,Road Construction,Golghar,Medium,In-Progress,2024-10-01,,
CMPL-10640,Street Light,Golghar,High,In-Progress,2025-08-18,,
CMPL-10641,Sewerage,Golghar,Medium,Pending,2026-04-03,,
CMPL-10642,Sewerage,Civil Lines,Medium,Resolved,2025-09-23,2025-11-09,47.0
CMPL-10643,Water Supply,Mohaddipur,Low,Pending,2025-08-05,,
CMPL-10644,Garbage Collection,Civil Lines,High,Pending,2025-12-08,,
CMPL-10645,Road Construction,Indra Nagar,Low,In-Progress,2025-03-13,,
CMPL-10646,Water Supply,Civil Lines,High,Pending,2025-07-19,,
CMPL-10647,Road Construction,Indra Nagar,Medium,In-Progress,2025-07-06,,
CMPL-10648,Garbage Collection,Civil Lines,Medium,In-Progress,2024-10-10,,
CMPL-10649,Street Light,Indra Nagar,Medium,Pending,2025-05-22,,
CMPL-10650,Water Supply,Golghar,High,Resolved,2025-02-20,2025-03-02,10.0
CMPL-10651,Road Construction,Mohaddipur,Medium,Pending,2025-06-29,,
